Producent,Typer,Koder,KodeBeskrivelser,Fejl,Prioritering,Løsningsforslag,Varenumer prioritet 1,Varenummer prioritet 2,Varenummer prioritet 3,KodeBeskrivelser (service),Fejl (service),Spørgsmål 1,Spørgsmål 2,Spørgsmål 3,Kunden kan prøve,Send tekniker ja / nej,URL-links,URL-links_Kundeserviceinformationer,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
Thermoplan,BW3 CBTM,For tyk foam. Ingen yderligere information.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,1.0,Juster luftskrue (3.0 - 4.0 gennemsnitligt),,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Ingen yderligere information.,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Ingen yderligere information.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,2.0,"Kontrollér, om mælkesugeslangen er blokeret. Inspektion af hele slangen og filteret i mælkesuget er nødvendigt.",,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Ingen yderligere information.,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Ingen yderligere information.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,3.0,"Efterse om ventiler på siden af maskinen er tilstoppet, samt om mælketilkobling (118493)  i udløbshovede har rester af mælk i sig.",118493,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Ingen yderligere information.,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Ingen yderligere information.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,4.0,Efterse ventil (116375) og mælkeslange i køleskab (Mælkeslange / sug kan være rykket skævt i ventil eller ventil kan være blokeret),116375,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Ingen yderligere information.,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Ingen yderligere information.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,5.0,"Efterse andenæb (131232) i mælkepumpe, samt om ""luft""-stempel (100430) i mælkepumpe lukker korrekt",131232,100430.0,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Ingen yderligere information.,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Alle mælkeprodukter.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,1.0,Juster luftskrue (3.0 - 4.0 gennemsnitligt),,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det alle mælkeprodukter?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Alle mælkeprodukter.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,2.0,"Kontrollér, om mælkesugeslangen er blokeret. Inspektion af hele slangen og filteret i mælkesuget er nødvendigt.",,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det alle mælkeprodukter?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Alle mælkeprodukter.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,3.0,"Efterse om ventiler på siden af maskinen er tilstoppet, samt om mælketilkobling (118493)  i udløbshovede har rester af mælk i sig.",118493,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det alle mælkeprodukter?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Alle mælkeprodukter.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,4.0,Efterse ventil (116375) og mælkeslange i køleskab (Mælkeslange / sug kan være rykket skævt i ventil eller ventil kan være blokeret),116375,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det alle mælkeprodukter?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Alle mælkeprodukter.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,5.0,"Efterse andenæb (131232) i mælkepumpe, samt om ""luft""-stempel (100430) i mælkepumpe lukker korrekt",131232,100430.0,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det alle mælkeprodukter?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Latte-produktet.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,1.0,Juster luftskrue (3.0 - 4.0 gennemsnitligt),,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det Latte-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Latte-produktet.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,2.0,"Kontrollér, om mælkesugeslangen er blokeret. Inspektion af hele slangen og filteret i mælkesuget er nødvendigt.",,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det Latte-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Latte-produktet.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,3.0,"Efterse om ventiler på siden af maskinen er tilstoppet, samt om mælketilkobling (118493)  i udløbshovede har rester af mælk i sig.",118493,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det Latte-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Latte-produktet.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,4.0,Efterse ventil (116375) og mælkeslange i køleskab (Mælkeslange / sug kan være rykket skævt i ventil eller ventil kan være blokeret),116375,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det Latte-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Latte-produktet.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,5.0,"Efterse andenæb (131232) i mælkepumpe, samt om ""luft""-stempel (100430) i mælkepumpe lukker korrekt",131232,100430.0,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det Latte-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Cappuccino-produktet.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,1.0,Juster luftskrue (3.0 - 4.0 gennemsnitligt),,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det Cappuccino-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Cappuccino-produktet.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,2.0,"Kontrollér, om mælkesugeslangen er blokeret. Inspektion af hele slangen og filteret i mælkesuget er nødvendigt.",,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det Cappuccino-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Cappuccino-produktet.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,3.0,"Efterse om ventiler på siden af maskinen er tilstoppet, samt om mælketilkobling (118493)  i udløbshovede har rester af mælk i sig.",118493,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det Cappuccino-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Cappuccino-produktet.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,4.0,Efterse ventil (116375) og mælkeslange i køleskab (Mælkeslange / sug kan være rykket skævt i ventil eller ventil kan være blokeret),116375,,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det Cappuccino-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For tyk foam. Cappuccino-produktet.,For tyk foam / For tyk skum ved mælkedrikke,Der kommer for meget luft ind i systemet,5.0,"Efterse andenæb (131232) i mælkepumpe, samt om ""luft""-stempel (100430) i mælkepumpe lukker korrekt",131232,100430.0,,For tyk foam / For tyk skum ved mælkedrikke,For tyk foam / For tyk skum ved mælkedrikke,Er det Cappuccino-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Ingen yderligere information.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,1.0,Juster luftskrue (3.0 - 4.0 gennemsnitligt),,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Ingen yderligere information.,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Ingen yderligere information.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,2.0,"Kontrollér, om mælkesugeslangen er blokeret. Inspektion af hele slangen og filteret i mælkesuget er nødvendigt.",,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Ingen yderligere information.,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Ingen yderligere information.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,3.0,"Efterse om ventiler på siden af maskinen er tilstoppet, samt om mælketilkobling (118493)  i udløbshovede har rester af mælk i sig.",118493,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Ingen yderligere information.,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Ingen yderligere information.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,4.0,Efterse ventil (116375) og mælkeslange i køleskab (Mælkeslange / sug kan være rykket skævt i ventil eller ventil kan være blokeret),116375,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Ingen yderligere information.,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Ingen yderligere information.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,5.0,"Efterse andenæb (131232) i mælkepumpe, samt om ""luft""-stempel (100430) i mælkepumpe lukker korrekt",131232,100430.0,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Ingen yderligere information.,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Alle mælkeprodukter.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,1.0,Juster luftskrue (3.0 - 4.0 gennemsnitligt),,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Er det alle mælkeprodukter?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Alle mælkeprodukter.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,2.0,"Kontrollér, om mælkesugeslangen er blokeret. Inspektion af hele slangen og filteret i mælkesuget er nødvendigt.",,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Er det alle mælkeprodukter?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Alle mælkeprodukter.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,3.0,"Efterse om ventiler på siden af maskinen er tilstoppet, samt om mælketilkobling (118493)  i udløbshovede har rester af mælk i sig.",118493,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Er det alle mælkeprodukter?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Alle mælkeprodukter.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,4.0,Efterse ventil (116375) og mælkeslange i køleskab (Mælkeslange / sug kan være rykket skævt i ventil eller ventil kan være blokeret),116375,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Er det alle mælkeprodukter?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Alle mælkeprodukter.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,5.0,"Efterse andenæb (131232) i mælkepumpe, samt om ""luft""-stempel (100430) i mælkepumpe lukker korrekt",131232,100430.0,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Er det alle mælkeprodukter?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Latte-produktet.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,1.0,Juster luftskrue (3.0 - 4.0 gennemsnitligt),,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Er det Latte-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Latte-produktet.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,2.0,"Kontrollér, om mælkesugeslangen er blokeret. Inspektion af hele slangen og filteret i mælkesuget er nødvendigt.",,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Er det Latte-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Latte-produktet.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,3.0,"Efterse om ventiler på siden af maskinen er tilstoppet, samt om mælketilkobling (118493)  i udløbshovede har rester af mælk i sig.",118493,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Er det Latte-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Latte-produktet.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,4.0,Efterse ventil (116375) og mælkeslange i køleskab (Mælkeslange / sug kan være rykket skævt i ventil eller ventil kan være blokeret),116375,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Er det Latte-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Latte-produktet.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,5.0,"Efterse andenæb (131232) i mælkepumpe, samt om ""luft""-stempel (100430) i mælkepumpe lukker korrekt",131232,100430.0,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Er det Latte-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3 CBTM,For meget luft i foam. Cappuccino-produktet.,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Der kommer for meget luft ind i systemet,1.0,Juster luftskrue (3.0 - 4.0 gennemsnitligt),,,,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,For tynd foam / for tynd skum / for mange bobler i foam ved mælkedrikke,Er det Cappuccino-produktet?,,,Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
